Case ID;Activity;Start Date;End Date;Agent Position;Customer ID;Product;Service Type;Resource
Case 1246;Handle Case;11.3.10 7:47;11.3.10 7:47;FL;Customer 1043;MacBook Pro;Referred to Servicer;David
Case 1246;Handle Case;28.3.10 7:43;28.3.10 7:45;BL;Customer 1043;MacBook Pro;Referred to Servicer;Mathias
Case 1248;Handle Case;19.3.10 15:58;19.3.10 16:07;FL;Customer 1045;iPhone;Referred to Servicer;Mary
Case 1250;Handle Case;14.3.10 12:16;14.3.10 12:21;FL;Customer 1047;iPhone;Referred to Servicer;Susi
Case 1265;Handle Case;7.3.10 14:34;7.3.10 14:35;FL;Customer 1060;iPhone;Referred to Servicer;Nancy
Case 1280;Handle Case;15.3.10 8:59;15.3.10 9:06;BL;Customer 1074;iPhone;Product Assistance;Stephanie
Case 1284;Handle Case;15.3.10 12:17;15.3.10 12:19;FL;Customer 1078;iPhone;Product Assistance;Harold
Case 1284;Handle Case;18.3.10 14:37;18.3.10 14:38;FL;Customer 1078;iPhone;Product Assistance;David
Case 1286;Handle Case;25.3.10 13:44;25.3.10 13:44;FL;Customer 1080;iPhone;Referred to Servicer;Elena
Case 1303;Handle Case;13.3.10 7:58;13.3.10 8:01;BL;Customer 153;MacBook Pro;Referred to Servicer;Mathias
Case 1316;Handle Case;26.3.10 12:51;26.3.10 12:52;FL;Customer 1104;iPhone;Product Assistance;Monique
Case 1317;Handle Case;9.3.10 11:46;9.3.10 11:46;FL;Customer 1105;iPhone;Product Assistance;Samuil
Case 1317;Handle Case;9.3.10 14:33;9.3.10 14:35;FL;Customer 1105;iPhone;Product Assistance;Harold
Case 1317;Handle Case;11.3.10 7:48;11.3.10 7:49;FL;Customer 1105;iPhone;Product Assistance;David
Case 1329;Handle Case;7.3.10 16:30;7.3.10 16:30;FL;Customer 1115;iPhone;Product Assistance;Nancy
Case 1334;Handle Case;25.3.10 14:10;25.3.10 14:11;FL;Customer 1119;MacBook Pro;Referred to Servicer;Harold
Case 1334;Handle Case;26.3.10 14:28;26.3.10 14:29;FL;Customer 1119;MacBook Pro;Referred to Servicer;David
Case 1337;Handle Case;27.3.10 7:13;27.3.10 10:40;BL;Customer 1122;MacBook Pro;Product Assistance;Tea
Case 1337;Handle Case;27.3.10 10:42;27.3.10 10:43;FL;Customer 1122;MacBook Pro;Product Assistance;Steffi
Case 1354;Handle Case;20.3.10 7:08;20.3.10 7:38;BL;Customer 1138;MacBook Pro;Referred to Servicer;Mathias
Case 1354;Handle Case;22.3.10 6:40;22.3.10 6:43;BL;Customer 1138;MacBook Pro;Referred to Servicer;Mathias
Case 1356;Handle Case;7.3.10 8:20;7.3.10 11:35;FL;Customer 1140;iPhone;Referred to Servicer;Patrick
Case 1372;Handle Case;18.3.10 8:40;18.3.10 8:40;FL;Customer 1153;iPhone;Referred to Servicer;Mary
Case 1372;Handle Case;18.3.10 8:59;18.3.10 9:00;FL;Customer 1153;iPhone;Referred to Servicer;Irena
Case 1373;Handle Case;6.3.10 10:34;6.3.10 10:36;FL;Customer 1154;MacBook Pro;Product Assistance;Harold
Case 1373;Handle Case;7.3.10 7:50;7.3.10 7:50;FL;Customer 1154;MacBook Pro;Product Assistance;David
Case 1376;Handle Case;6.3.10 13:58;6.3.10 13:58;FL;Customer 1157;iPhone;Referred to Servicer;Clark
Case 1388;Handle Case;25.3.10 9:57;25.3.10 10:06;FL;Customer 1167;iPhone;Referred to Servicer;Elena
Case 1392;Handle Case;27.3.10 9:51;27.3.10 9:53;FL;Customer 3;iPhone;Referred to Servicer;Christian
Case 1398;Handle Case;2.4.10 12:15;2.4.10 12:17;FL;Customer 1175;MacBook Pro;Product Assistance;Harold
Case 1398;Handle Case;2.4.10 13:32;2.4.10 13:33;FL;Customer 1175;MacBook Pro;Product Assistance;David
Case 1416;Handle Case;11.3.10 12:21;11.3.10 12:21;FL;Customer 1189;MacBook Pro;Referred to Servicer;Nancy
Case 1423;Handle Case;28.3.10 15:34;28.3.10 15:35;FL;Customer 1195;iPhone;Referred to Servicer;Jochem
Case 1425;Handle Case;9.4.10 13:07;9.4.10 13:09;FL;Customer 1197;iPhone;Product Assistance;Barbara
Case 1425;Handle Case;9.4.10 13:10;9.4.10 13:11;FL;Customer 1197;iPhone;Product Assistance;Barbara
Case 1425;Handle Case;10.4.10 13:30;10.4.10 13:30;FL;Customer 1197;iPhone;Product Assistance;David
Case 1440;Handle Case;9.3.10 14:12;9.3.10 14:14;FL;Customer 1210;MacBook Pro;Referred to Servicer;Harold
Case 1440;Handle Case;11.3.10 7:44;11.3.10 7:45;FL;Customer 1210;MacBook Pro;Referred to Servicer;David
Case 1440;Handle Case;21.3.10 12:07;21.3.10 12:09;FL;Customer 1210;MacBook Pro;Referred to Servicer;Harold
Case 1440;Handle Case;26.3.10 11:53;26.3.10 11:54;FL;Customer 1210;MacBook Pro;Referred to Servicer;David
Case 1440;Handle Case;26.3.10 15:16;26.3.10 15:17;FL;Customer 1210;MacBook Pro;Referred to Servicer;David
Case 1440;Handle Case;26.3.10 16:06;26.3.10 16:08;FL;Customer 1210;MacBook Pro;Referred to Servicer;Michael
Case 1440;Handle Case;27.3.10 11:43;27.3.10 11:44;FL;Customer 1210;MacBook Pro;Referred to Servicer;Michael
Case 1440;Handle Case;3.4.10 15:27;3.4.10 15:30;FL;Customer 1210;MacBook Pro;Referred to Servicer;Clark
Case 1440;Handle Case;3.4.10 16:31;3.4.10 16:32;FL;Customer 1210;MacBook Pro;Referred to Servicer;Clark
Case 1440;Handle Case;12.4.10 14:45;12.4.10 14:55;FL;Customer 1210;MacBook Pro;Referred to Servicer;Wil
Case 1440;Handle Case;16.4.10 13:05;16.4.10 13:06;FL;Customer 1210;MacBook Pro;Referred to Servicer;Maja
Case 1447;Handle Case;14.3.10 8:01;14.3.10 8:02;BL;Customer 1217;MacBook Pro;Referred to Servicer;Mathias
Case 1448;Handle Case;2.4.10 6:29;2.4.10 6:33;BL;Customer 1218;MacBook Pro;Referred to Servicer;Mathias
Case 1448;Handle Case;3.4.10 11:05;3.4.10 11:09;BL;Customer 1218;MacBook Pro;Referred to Servicer;Mathias
Case 1448;Handle Case;4.4.10 8:37;4.4.10 8:37;BL;Customer 1218;MacBook Pro;Referred to Servicer;Mathias
Case 1448;Handle Case;4.4.10 9:33;4.4.10 9:40;BL;Customer 1218;MacBook Pro;Referred to Servicer;Mathias
Case 1459;Handle Case;21.3.10 8:38;21.3.10 8:44;BL;Customer 1226;MacBook Pro;Referred to Servicer;Mathias
Case 1466;Handle Case;19.3.10 12:13;19.3.10 12:13;FL;Customer 1232;MacBook Pro;Referred to Servicer;Mary
Case 1466;Handle Case;20.3.10 8:09;20.3.10 8:10;BL;Customer 1232;MacBook Pro;Referred to Servicer;Mathias
Case 1472;Handle Case;20.3.10 7:06;20.3.10 7:07;FL;Customer 1237;iPhone;Product Assistance;Richard
Case 1481;Handle Case;27.3.10 13:41;27.3.10 13:42;FL;Customer 1245;MacBook Pro;Product Assistance;Wil
Case 1482;Handle Case;6.3.10 6:38;6.3.10 6:39;BL;Customer 1246;MacBook Pro;Referred to Servicer;Mathias
Case 1495;Handle Case;19.3.10 11:04;19.3.10 11:06;FL;Customer 1256;MacBook Pro;Referred to Servicer;Kenny
Case 1495;Handle Case;20.3.10 10:53;20.3.10 11:00;FL;Customer 1256;MacBook Pro;Referred to Servicer;Kenny
Case 1495;Handle Case;21.3.10 7:28;21.3.10 7:38;BL;Customer 1256;MacBook Pro;Referred to Servicer;Mathias
Case 1502;Handle Case;15.3.10 12:10;15.3.10 12:12;FL;Customer 1263;MacBook Pro;Product Assistance;Harold
Case 1502;Handle Case;18.3.10 14:32;18.3.10 14:33;FL;Customer 1263;MacBook Pro;Product Assistance;David
Case 1518;Handle Case;18.3.10 9:49;18.3.10 9:54;BL;Customer 1274;MacBook Pro;Referred to Servicer;Mathias
Case 1524;Handle Case;28.3.10 11:28;28.3.10 11:28;FL;Customer 3;iPhone;Product Assistance;Michael
Case 1528;Handle Case;11.3.10 9:23;11.3.10 9:25;BL;Customer 1279;MacBook Pro;Referred to Servicer;Mathias
Case 1530;Handle Case;26.3.10 13:10;26.3.10 13:14;FL;Customer 1281;iPhone;Product Assistance;Christian
Case 1533;Handle Case;23.3.10 10:48;23.3.10 10:53;FL;Customer 1283;iPhone;Referred to Servicer;Monique
Case 1546;Handle Case;26.3.10 11:35;26.3.10 11:38;FL;Customer 1293;iPhone;Product Assistance;Steffi
Case 1546;Handle Case;26.3.10 11:52;26.3.10 11:53;FL;Customer 1293;iPhone;Product Assistance;Steffi
Case 1551;Handle Case;22.3.10 12:58;22.3.10 12:58;FL;Customer 1298;MacBook Pro;Referred to Servicer;Elena
Case 1563;Handle Case;14.3.10 8:46;14.3.10 8:49;BL;Customer 1307;iPhone;Product Assistance;Stephanie
Case 1568;Handle Case;29.3.10 12:47;29.3.10 12:48;FL;Customer 3;MacBook Pro;Product Assistance;Christian
Case 1571;Handle Case;21.3.10 8:32;21.3.10 8:35;BL;Customer 1314;MacBook Pro;Referred to Servicer;Mathias
Case 1578;Handle Case;14.3.10 13:53;14.3.10 13:55;FL;Customer 1321;MacBook Pro;Referred to Servicer;Harold
Case 1578;Handle Case;14.3.10 14:26;14.3.10 14:27;FL;Customer 1321;MacBook Pro;Referred to Servicer;David
Case 1578;Handle Case;15.4.10 10:31;15.4.10 10:33;BL;Customer 1321;MacBook Pro;Referred to Servicer;Mathias
Case 1586;Handle Case;20.3.10 17:15;20.3.10 17:18;BL;Customer 1328;iPhone;Product Assistance;Steve
Case 1587;Handle Case;21.3.10 10:17;21.3.10 10:22;BL;Customer 1329;iPhone;Product Assistance;Megan
Case 1587;Handle Case;23.3.10 11:15;23.3.10 11:16;BL;Customer 1329;iPhone;Product Assistance;Stephanie
Case 1587;Handle Case;25.3.10 16:00;25.3.10 16:02;FL;Customer 1329;iPhone;Product Assistance;Wil
Case 1593;Handle Case;6.3.10 15:18;6.3.10 15:18;FL;Customer 1334;MacBook Pro;Referred to Servicer;Wil
Case 1593;Handle Case;7.3.10 7:28;7.3.10 7:31;BL;Customer 1334;MacBook Pro;Referred to Servicer;Mathias
Case 1594;Handle Case;3.4.10 8:42;3.4.10 8:59;FL;Customer 1335;iPhone;Product Assistance;Mariska
Case 1594;Handle Case;3.4.10 9:35;3.4.10 9:47;FL;Customer 1335;iPhone;Product Assistance;Mariska
Case 1594;Handle Case;4.4.10 8:03;4.4.10 8:04;FL;Customer 1335;iPhone;Product Assistance;Ross
Case 1594;Handle Case;4.4.10 10:15;4.4.10 10:36;FL;Customer 1335;iPhone;Product Assistance;Mariska
Case 1595;Handle Case;26.3.10 13:38;26.3.10 13:42;FL;Customer 1336;iPhone;Product Assistance;Mary
Case 1595;Handle Case;27.3.10 10:04;27.3.10 10:05;FL;Customer 1336;iPhone;Product Assistance;David
Case 1595;Handle Case;4.4.10 10:43;4.4.10 10:54;BL;Customer 1336;iPhone;Product Assistance;Kristin
Case 1595;Handle Case;5.4.10 13:23;5.4.10 13:39;BL;Customer 1336;iPhone;Product Assistance;Kristin
Case 1599;Handle Case;22.3.10 16:54;22.3.10 16:54;FL;Customer 1339;iPhone;Referred to Servicer;Harold
Case 1599;Handle Case;25.3.10 14:37;25.3.10 14:38;FL;Customer 1339;iPhone;Referred to Servicer;Harold
Case 1603;Handle Case;8.3.10 12:37;8.3.10 12:38;FL;Customer 1343;MacBook Pro;Referred to Servicer;Monique
Case 1606;Handle Case;27.3.10 13:37;27.3.10 13:55;FL;Customer 1346;MacBook Pro;Product Assistance;Mariska
Case 1606;Handle Case;27.3.10 13:55;27.3.10 13:57;FL;Customer 1346;MacBook Pro;Product Assistance;Mariska
Case 1611;Handle Case;15.3.10 9:24;15.3.10 9:25;BL;Customer 1351;iPhone;Referred to Servicer;Mathias
Case 1634;Handle Case;26.3.10 11:55;26.3.10 11:57;FL;Customer 1373;MacBook Pro;Product Assistance;David
Case 1645;Handle Case;11.3.10 12:16;11.3.10 12:17;FL;Customer 1382;iPhone;Referred to Servicer;Nancy
Case 1645;Handle Case;12.3.10 12:19;12.3.10 12:21;FL;Customer 1382;iPhone;Referred to Servicer;Nancy
Case 1676;Handle Case;8.3.10 12:20;8.3.10 12:23;FL;Customer 1410;iPhone;Product Assistance;Susi
Case 1693;Handle Case;21.3.10 9:28;21.3.10 9:38;FL;Customer 1425;iPhone;Product Assistance;Richard
Case 1698;Handle Case;9.4.10 11:22;9.4.10 11:24;FL;Customer 1428;iPhone;Product Assistance;Kenny
Case 1702;Handle Case;26.3.10 7:29;26.3.10 7:33;BL;Customer 1431;MacBook Pro;Referred to Servicer;Mathias
Case 1709;Handle Case;19.3.10 13:45;19.3.10 13:47;FL;Customer 1438;iPhone;Product Assistance;Harold
Case 1709;Handle Case;20.3.10 9:33;20.3.10 9:34;FL;Customer 1438;iPhone;Product Assistance;David
Case 1713;Handle Case;8.3.10 6:45;8.3.10 6:46;FL;Customer 1442;MacBook Pro;Referred to Servicer;Helen
Case 1713;Handle Case;11.3.10 8:05;11.3.10 8:08;BL;Customer 1442;MacBook Pro;Referred to Servicer;Mathias
Case 1713;Handle Case;15.3.10 6:49;15.3.10 6:50;BL;Customer 1442;MacBook Pro;Referred to Servicer;Mathias
Case 1713;Handle Case;15.3.10 13:39;15.3.10 13:44;FL;Customer 1442;MacBook Pro;Referred to Servicer;Nancy
Case 1724;Handle Case;26.3.10 11:20;26.3.10 11:22;FL;Customer 1452;iPhone;Product Assistance;Wil
Case 1724;Handle Case;26.3.10 12:56;26.3.10 12:57;FL;Customer 1452;iPhone;Product Assistance;Wil
Case 1730;Handle Case;3.4.10 9:48;3.4.10 10:01;FL;Customer 1456;iPhone;Product Assistance;Mariska
Case 1738;Handle Case;21.3.10 14:51;21.3.10 14:53;FL;Customer 1462;iPhone;Product Assistance;Mary
Case 1740;Handle Case;11.3.10 10:49;11.3.10 10:49;FL;Customer 1464;iPhone;Product Assistance;David
Case 1742;Handle Case;21.3.10 9:08;21.3.10 9:09;BL;Customer 1466;MacBook Pro;Referred to Servicer;Mathias
Case 1759;Handle Case;21.3.10 14:12;21.3.10 14:13;FL;Customer 1470;MacBook Pro;Referred to Servicer;Monique
Case 1764;Handle Case;12.3.10 9:07;12.3.10 9:09;BL;Customer 1483;MacBook Pro;Referred to Servicer;Mathias
Case 1775;Handle Case;11.3.10 7:42;11.3.10 7:43;FL;Customer 1492;iPhone;Product Assistance;David
Case 1791;Handle Case;3.4.10 11:22;3.4.10 11:27;FL;Customer 1504;iPhone;Product Assistance;Mariska
Case 1800;Handle Case;7.3.10 14:28;7.3.10 14:31;FL;Customer 1510;iPhone;Product Assistance;Nancy
Case 1807;Handle Case;14.3.10 6:57;14.3.10 7:03;BL;Customer 1516;MacBook Pro;Referred to Servicer;Mathias
Case 1808;Handle Case;19.3.10 12:05;19.3.10 12:10;FL;Customer 1517;MacBook Pro;Product Assistance;Mary
Case 1828;Handle Case;6.3.10 10:39;6.3.10 10:45;FL;Customer 1533;MacBook Pro;Product Assistance;Harold
Case 1828;Handle Case;7.3.10 7:51;7.3.10 7:52;FL;Customer 1533;MacBook Pro;Product Assistance;David
Case 1834;Handle Case;4.3.10 7:18;4.3.10 7:23;FL;Customer 1538;MacBook Pro;Product Assistance;Henk
Case 1834;Handle Case;4.3.10 7:26;4.3.10 7:26;FL;Customer 1538;MacBook Pro;Product Assistance;Henk
Case 1834;Handle Case;21.3.10 14:44;21.3.10 14:54;FL;Customer 1538;MacBook Pro;Product Assistance;Clark
Case 1834;Handle Case;26.3.10 8:40;26.3.10 14:22;BL;Customer 1538;MacBook Pro;Product Assistance;Tea
Case 1839;Handle Case;20.3.10 7:08;20.3.10 7:38;FL;Customer 1543;iPhone;Referred to Servicer;Richard
Case 1839;Handle Case;20.3.10 7:43;20.3.10 12:20;FL;Customer 1543;iPhone;Referred to Servicer;Richard
Case 1839;Handle Case;20.3.10 12:25;20.3.10 12:25;FL;Customer 1543;iPhone;Referred to Servicer;Richard
Case 1854;Handle Case;20.3.10 9:08;20.3.10 9:08;FL;Customer 1557;MacBook Pro;Product Assistance;David
Case 1866;Handle Case;13.3.10 7:30;13.3.10 7:49;BL;Customer 1567;MacBook Pro;Referred to Servicer;Mathias
Case 1888;Handle Case;20.3.10 9:23;20.3.10 9:50;BL;Customer 1586;iPhone;Product Assistance;Marianne
Case 1888;Handle Case;26.3.10 13:12;26.3.10 13:12;FL;Customer 1586;iPhone;Product Assistance;Nancy
Case 1896;Handle Case;11.3.10 12:45;11.3.10 12:46;FL;Customer 1594;iPhone;Product Assistance;Mary
Case 1905;Handle Case;26.3.10 11:31;26.3.10 11:31;FL;Customer 1602;MacBook Pro;Product Assistance;Mariska
Case 1916;Handle Case;12.3.10 11:04;12.3.10 11:05;FL;Customer 1613;iPhone;Referred to Servicer;David
Case 1940;Handle Case;25.3.10 15:13;25.3.10 15:22;BL;Customer 1634;MacBook Pro;Product Assistance;Steve
Case 1947;Handle Case;27.3.10 9:33;27.3.10 9:33;FL;Customer 1639;MacBook Pro;Product Assistance;David
Case 1947;Handle Case;1.4.10 12:41;1.4.10 12:43;FL;Customer 1639;MacBook Pro;Product Assistance;Harold
Case 1947;Handle Case;1.4.10 13:36;1.4.10 13:37;FL;Customer 1639;MacBook Pro;Product Assistance;David
Case 1961;Handle Case;18.3.10 12:15;18.3.10 12:19;FL;Customer 1648;iPhone;Product Assistance;Ton
Case 1961;Handle Case;26.3.10 10:27;26.3.10 10:30;FL;Customer 1648;iPhone;Product Assistance;Ton
Case 1966;Handle Case;26.3.10 12:41;26.3.10 12:44;FL;Customer 1651;MacBook Pro;Product Assistance;Mary
Case 1984;Handle Case;1.4.10 11:02;1.4.10 11:04;FL;Customer 1660;MacBook Pro;Product Assistance;Kenny
Case 1988;Handle Case;4.4.10 15:17;4.4.10 15:19;BL;Customer 1663;MacBook Pro;Referred to Servicer;Steve
Case 1988;Handle Case;4.4.10 17:44;4.4.10 17:46;FL;Customer 1663;MacBook Pro;Referred to Servicer;Christian
Case 1996;Handle Case;8.4.10 12:04;8.4.10 12:14;FL;Customer 1670;MacBook Pro;Product Assistance;Kenny
Case 1996;Handle Case;11.4.10 11:00;11.4.10 11:08;FL;Customer 1670;MacBook Pro;Product Assistance;Kenny
Case 1996;Handle Case;11.4.10 11:23;11.4.10 11:26;FL;Customer 1670;MacBook Pro;Product Assistance;Mariska
Case 1996;Handle Case;12.4.10 10:30;12.4.10 10:30;FL;Customer 1670;MacBook Pro;Product Assistance;David
Case 1999;Handle Case;3.4.10 12:31;3.4.10 12:31;FL;Customer 1673;iPhone;Product Assistance;Jochem
Case 1999;Handle Case;3.4.10 14:06;3.4.10 14:14;FL;Customer 1673;iPhone;Product Assistance;Jochem
Case 1999;Handle Case;3.4.10 14:15;3.4.10 14:15;FL;Customer 1673;iPhone;Product Assistance;Jochem
Case 1999;Handle Case;12.4.10 14:38;12.4.10 14:42;FL;Customer 1673;iPhone;Product Assistance;Wil
Case 2008;Handle Case;18.3.10 8:20;18.3.10 8:21;FL;Customer 1679;MacBook Pro;Referred to Servicer;Elena
Case 2008;Handle Case;18.3.10 8:53;18.3.10 8:55;BL;Customer 1679;MacBook Pro;Referred to Servicer;Stephanie
Case 2011;Handle Case;19.3.10 13:11;19.3.10 13:14;FL;Customer 1682;MacBook Pro;Referred to Servicer;Jochem
Case 2011;Handle Case;26.3.10 7:06;26.3.10 7:09;FL;Customer 1682;MacBook Pro;Referred to Servicer;Mariska
Case 2011;Handle Case;26.3.10 7:12;26.3.10 7:30;FL;Customer 1682;MacBook Pro;Referred to Servicer;Mariska
Case 2022;Handle Case;18.3.10 7:14;18.3.10 7:18;BL;Customer 1691;MacBook Pro;Referred to Servicer;Mathias
Case 2030;Handle Case;27.3.10 7:04;27.3.10 7:13;BL;Customer 1699;MacBook Pro;Referred to Servicer;Mathias
Case 2035;Handle Case;27.3.10 14:13;27.3.10 14:13;FL;Customer 1703;iPhone;Product Assistance;Samuil
Case 2035;Handle Case;28.3.10 13:39;28.3.10 13:40;FL;Customer 1703;iPhone;Product Assistance;David
Case 2040;Handle Case;27.3.10 10:29;27.3.10 10:39;FL;Customer 1707;MacBook Pro;Product Assistance;Mariska
Case 2061;Handle Case;13.3.10 7:17;13.3.10 7:19;BL;Customer 1726;MacBook Pro;Referred to Servicer;Mathias
Case 2065;Handle Case;26.3.10 13:32;26.3.10 13:33;FL;Customer 1730;MacBook Pro;Product Assistance;Wil
Case 2073;Handle Case;7.3.10 14:32;7.3.10 14:32;FL;Customer 1738;iPhone;Referred to Servicer;Patrick
Case 2076;Handle Case;11.3.10 12:28;11.3.10 12:28;FL;Customer 1740;iPhone;Referred to Servicer;Mary
Case 2108;Handle Case;8.4.10 12:16;8.4.10 12:17;FL;Customer 1769;MacBook Pro;Product Assistance;Maja
Case 2108;Handle Case;10.4.10 13:00;10.4.10 13:01;FL;Customer 1769;MacBook Pro;Product Assistance;Maja
Case 2110;Handle Case;12.3.10 11:38;12.3.10 11:39;FL;Customer 1771;iPhone;Product Assistance;David
Case 2110;Handle Case;14.3.10 9:54;14.3.10 9:55;FL;Customer 1771;iPhone;Product Assistance;Samuil
Case 2110;Handle Case;18.3.10 14:06;18.3.10 14:06;FL;Customer 1771;iPhone;Product Assistance;David
Case 2111;Handle Case;28.3.10 14:29;28.3.10 14:30;BL;Customer 1772;MacBook Pro;Product Assistance;Steve
Case 2111;Handle Case;28.3.10 14:30;28.3.10 14:30;BL;Customer 1772;MacBook Pro;Product Assistance;Steve
Case 2118;Handle Case;22.3.10 13:42;22.3.10 13:43;BL;Customer 1778;iPhone;Product Assistance;Steve
Case 2120;Handle Case;13.3.10 13:00;13.3.10 13:00;FL;Customer 1780;MacBook Pro;Referred to Servicer;Irena
Case 2126;Handle Case;21.3.10 9:11;21.3.10 9:14;BL;Customer 1786;MacBook Pro;Referred to Servicer;Mathias
Case 2130;Handle Case;4.3.10 9:59;4.3.10 10:00;BL;Customer 1789;MacBook Pro;Referred to Servicer;Mathias
Case 2136;Handle Case;20.3.10 10:56;20.3.10 11:21;FL;Customer 1794;iPhone;Referred to Servicer;Samuil
Case 2136;Handle Case;20.3.10 11:26;20.3.10 11:26;FL;Customer 1794;iPhone;Referred to Servicer;Samuil
Case 2137;Handle Case;12.4.10 11:23;12.4.10 11:31;FL;Customer 1795;MacBook Pro;Product Assistance;Johan
Case 2137;Handle Case;12.4.10 11:51;12.4.10 11:51;FL;Customer 1795;MacBook Pro;Product Assistance;David
Case 2142;Handle Case;12.3.10 12:14;12.3.10 12:14;FL;Customer 3;iPhone;Product Assistance;Rachel
Case 2145;Handle Case;12.3.10 12:14;12.3.10 12:14;FL;Customer 1802;iPhone;Product Assistance;Rachel
Case 2148;Handle Case;13.3.10 8:24;13.3.10 8:28;FL;Customer 1804;MacBook Pro;Product Assistance;Mary
Case 2148;Handle Case;13.3.10 8:30;13.3.10 8:30;FL;Customer 1804;MacBook Pro;Product Assistance;Mary
Case 2164;Handle Case;15.3.10 12:51;15.3.10 12:53;FL;Customer 1817;iPhone;Referred to Servicer;Harold
Case 2164;Handle Case;18.3.10 14:39;18.3.10 14:40;FL;Customer 1817;iPhone;Referred to Servicer;David
Case 2166;Handle Case;21.3.10 14:48;21.3.10 14:50;FL;Customer 1818;iPhone;Product Assistance;Mary
Case 2170;Handle Case;6.3.10 6:51;6.3.10 6:52;BL;Customer 1822;MacBook Pro;Referred to Servicer;Mathias
Case 2173;Handle Case;27.3.10 7:42;27.3.10 7:48;BL;Customer 1825;MacBook Pro;Referred to Servicer;Mathias
Case 2178;Handle Case;21.3.10 18:13;21.3.10 18:14;FL;Customer 1830;MacBook Pro;Referred to Servicer;Monique
Case 2178;Handle Case;22.3.10 8:46;22.3.10 8:53;BL;Customer 1830;MacBook Pro;Referred to Servicer;Mathias
Case 2179;Handle Case;18.3.10 9:46;18.3.10 9:47;FL;Customer 1831;MacBook Pro;Product Assistance;Ton
Case 2191;Handle Case;6.3.10 10:51;6.3.10 11:13;FL;Customer 1842;MacBook Pro;Product Assistance;Kenny
Case 2201;Handle Case;1.4.10 14:28;1.4.10 14:29;FL;Customer 1851;MacBook Pro;Product Assistance;Christian
Case 2213;Handle Case;19.3.10 7:43;19.3.10 7:44;BL;Customer 1859;MacBook Pro;Referred to Servicer;Mathias
Case 2225;Handle Case;15.3.10 10:05;15.3.10 10:08;FL;Customer 1869;MacBook Pro;Product Assistance;Ashley
Case 2234;Handle Case;4.3.10 11:23;4.3.10 11:23;FL;Customer 1878;iPhone;Product Assistance;Samuil
Case 2238;Handle Case;14.3.10 7:59;14.3.10 8:00;BL;Customer 1882;MacBook Pro;Referred to Servicer;Mathias
Case 2240;Handle Case;20.3.10 11:16;20.3.10 11:17;FL;Customer 1884;MacBook Pro;Referred to Servicer;Susi
Case 2246;Handle Case;25.3.10 13:13;25.3.10 13:22;FL;Customer 1889;iPhone;Product Assistance;Samuil
Case 2246;Handle Case;25.3.10 13:27;25.3.10 13:27;FL;Customer 1889;iPhone;Product Assistance;Samuil
Case 2248;Handle Case;15.3.10 14:46;15.3.10 14:46;BL;Customer 1891;iPhone;Product Assistance;Steve
Case 2252;Handle Case;26.3.10 10:47;26.3.10 10:49;FL;Customer 1895;iPhone;Referred to Servicer;Harold
